2026-02-28 14:40:03 | db_manager                | INFO     | Database initialized: sqlite:///C:\Users\karta\OneDrive\Desktop\AI_Checker\exam_checker\exam_checker.db
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0001, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0001, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0000, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0002, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0000, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0000, threshold: 0.01, blank: True
2026-03-02 11:56:57 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:56:57 | question_mapper           | INFO     | Mapped 85 regions to 1 questions: [1]
2026-03-02 11:56:57 | question_mapper           | DEBUG    | Q1: merged 85 regions → 2480x27013
2026-03-02 11:56:57 | blank_detector            | DEBUG    | Ink ratio: 0.0299, threshold: 0.01, blank: False
2026-03-02 11:57:24 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:57:49 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:57:49 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:57:49 | course_processor          | INFO     | Answer key: 1 questions extracted
2026-03-02 11:57:49 | answer_key_parser         | WARNING  | Empty OCR text — cannot extract marks  
2026-03-02 11:57:49 | course_processor          | INFO     | Auto-detected marks: [10.0]
2026-03-02 11:57:49 | course_processor          | INFO     | Auto-detected 1 questions with marks: [10.0]
2026-03-02 11:57:49 | course_processor          | INFO     | Found 2 student PDFs
2026-03-02 11:57:49 | course_processor          | INFO     | Processing student 1/2: student_49211003
2026-03-02 11:57:49 | course_processor          | INFO     |   [student_49211003] Converting PDF to images...
2026-03-02 11:57:49 | student_processor         | INFO     | Converting PDF to images...
2026-03-02 11:57:50 | pdf_converter             | DEBUG    | Page 1/34 converted: 2550x3097
2026-03-02 11:57:50 | pdf_converter             | DEBUG    | Page 2/34 converted: 2550x2182
2026-03-02 11:57:51 | pdf_converter             | DEBUG    | Page 3/34 converted: 2550x2100
2026-03-02 11:57:51 | pdf_converter             | DEBUG    | Page 4/34 converted: 2550x2158
2026-03-02 11:57:52 | pdf_converter             | DEBUG    | Page 5/34 converted: 2550x1963
2026-03-02 11:57:52 | pdf_converter             | DEBUG    | Page 6/34 converted: 2550x2251
2026-03-02 11:57:53 | pdf_converter             | DEBUG    | Page 7/34 converted: 2550x1940
2026-03-02 11:57:54 | pdf_converter             | DEBUG    | Page 8/34 converted: 2550x2207
2026-03-02 11:57:54 | pdf_converter             | DEBUG    | Page 9/34 converted: 2550x2250
2026-03-02 11:57:55 | pdf_converter             | DEBUG    | Page 10/34 converted: 2550x2250
2026-03-02 11:57:55 | pdf_converter             | DEBUG    | Page 11/34 converted: 2550x2100
2026-03-02 11:57:56 | pdf_converter             | DEBUG    | Page 12/34 converted: 2550x2250
2026-03-02 11:57:57 | pdf_converter             | DEBUG    | Page 13/34 converted: 2550x1984
2026-03-02 11:57:57 | pdf_converter             | DEBUG    | Page 14/34 converted: 2550x2250
2026-03-02 11:57:58 | pdf_converter             | DEBUG    | Page 15/34 converted: 2550x2250
2026-03-02 11:57:59 | pdf_converter             | DEBUG    | Page 16/34 converted: 2550x2240
2026-03-02 11:57:59 | pdf_converter             | DEBUG    | Page 17/34 converted: 2550x2125
2026-03-02 11:58:00 | pdf_converter             | DEBUG    | Page 18/34 converted: 2550x1960
2026-03-02 11:58:01 | pdf_converter             | DEBUG    | Page 19/34 converted: 2550x2171
2026-03-02 11:58:01 | pdf_converter             | DEBUG    | Page 20/34 converted: 2550x1984
2026-03-02 11:58:02 | pdf_converter             | DEBUG    | Page 21/34 converted: 2550x2890
2026-03-02 11:58:03 | pdf_converter             | DEBUG    | Page 22/34 converted: 2550x3185
2026-03-02 11:58:03 | pdf_converter             | DEBUG    | Page 23/34 converted: 2550x3060
2026-03-02 11:58:04 | pdf_converter             | DEBUG    | Page 24/34 converted: 2550x3279
2026-03-02 11:58:05 | pdf_converter             | DEBUG    | Page 25/34 converted: 2550x3060
2026-03-02 11:58:06 | pdf_converter             | DEBUG    | Page 26/34 converted: 2550x3176
2026-03-02 11:58:07 | pdf_converter             | DEBUG    | Page 27/34 converted: 2550x3060
2026-03-02 11:58:07 | pdf_converter             | DEBUG    | Page 28/34 converted: 2550x3156
2026-03-02 11:58:08 | pdf_converter             | DEBUG    | Page 29/34 converted: 2550x3060
2026-03-02 11:58:09 | pdf_converter             | DEBUG    | Page 30/34 converted: 2550x3097
2026-03-02 11:58:10 | pdf_converter             | DEBUG    | Page 31/34 converted: 2550x3108
2026-03-02 11:58:10 | pdf_converter             | DEBUG    | Page 32/34 converted: 2330x3300
2026-03-02 11:58:11 | pdf_converter             | DEBUG    | Page 33/34 converted: 2550x2100
2026-03-02 11:58:11 | pdf_converter             | DEBUG    | Page 34/34 converted: 2550x1934
2026-03-02 11:58:11 | pdf_converter             | INFO     | Converted 34 pages from student_49211003.pdf
2026-03-02 11:58:11 | course_processor          | INFO     |   [student_49211003] Enhancing scans...
2026-03-02 11:58:11 | student_processor         | INFO     | Enhancing scans...
2026-03-02 11:58:12 | scan_enhancer             | DEBUG    | Deskewed by 0.89°
2026-03-02 11:58:32 | scan_enhancer             | DEBUG    | Deskewed by -0.81°
2026-03-02 11:58:47 | scan_enhancer             | DEBUG    | Deskewed by 1.97°
2026-03-02 11:59:15 | scan_enhancer             | DEBUG    | Deskewed by 0.81°
2026-03-02 12:00:09 | scan_enhancer             | DEBUG    | Deskewed by 1.10°
2026-03-02 12:00:40 | scan_enhancer             | DEBUG    | Deskewed by 0.90°
2026-03-02 12:01:38 | scan_enhancer             | DEBUG    | Deskewed by 0.92°
2026-03-02 12:01:53 | scan_enhancer             | DEBUG    | Deskewed by 1.89°
2026-03-02 12:02:51 | scan_enhancer             | DEBUG    | Deskewed by 0.51°
2026-03-02 12:03:04 | scan_enhancer             | DEBUG    | Deskewed by 10.97°
2026-03-02 12:03:45 | scan_enhancer             | DEBUG    | Deskewed by -0.54°
2026-03-02 12:05:09 | scan_enhancer             | DEBUG    | Deskewed by -0.96°
2026-03-02 12:06:12 | scan_enhancer             | DEBUG    | Deskewed by -0.87°
2026-03-02 12:06:54 | scan_enhancer             | DEBUG    | Deskewed by -0.94°
2026-03-02 12:07:28 | scan_enhancer             | DEBUG    | Deskewed by 0.74°
2026-03-02 12:07:40 | course_processor          | INFO     |   [student_49211003] Segmenting answer regions...
2026-03-02 12:07:40 | student_processor         | INFO     | Segmenting answer regions...
2026-03-02 12:07:41 | region_segmenter          | INFO     | Segmented page into 2 regions
2026-03-02 12:07:42 | region_segmenter          | INFO     | Segmented page into 9 regions
2026-03-02 12:07:43 | region_segmenter          | INFO     | Segmented page into 8 regions
2026-03-02 12:07:44 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:44 | region_segmenter          | INFO     | Segmented page into 8 regions
2026-03-02 12:07:45 | region_segmenter          | INFO     | Segmented page into 10 regions
2026-03-02 12:07:46 | region_segmenter          | INFO     | Segmented page into 10 regions
2026-03-02 12:07:47 | region_segmenter          | INFO     | Segmented page into 16 regions
2026-03-02 12:07:48 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:48 | region_segmenter          | INFO     | Segmented page into 6 regions
2026-03-02 12:07:49 | region_segmenter          | INFO     | Segmented page into 8 regions
2026-03-02 12:07:50 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:51 | region_segmenter          | INFO     | Segmented page into 5 regions
2026-03-02 12:07:52 | region_segmenter          | INFO     | Segmented page into 4 regions
2026-03-02 12:07:52 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:53 | region_segmenter          | INFO     | Segmented page into 6 regions
2026-03-02 12:07:54 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:55 | region_segmenter          | INFO     | Segmented page into 5 regions
2026-03-02 12:07:56 | region_segmenter          | INFO     | Segmented page into 7 regions
2026-03-02 12:07:56 | region_segmenter          | INFO     | Segmented page into 9 regions
2026-03-02 12:07:57 | region_segmenter          | INFO     | Segmented page into 1 regions
2026-03-02 12:07:59 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:00 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:01 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:02 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:03 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:04 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:05 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:07 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:08 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:09 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:10 | region_segmenter          | INFO     | No dividers detected, returning full page as single region
2026-03-02 12:08:11 | region_segmenter          | INFO     | Segmented page into 3 regions
2026-03-02 12:08:11 | region_segmenter          | INFO     | Segmented page into 5 regions
2026-03-02 12:08:11 | course_processor          | INFO     |   [student_49211003] Running OCR for question mapping...
2026-03-02 12:08:11 | student_processor         | INFO     | Running OCR for question mapping...
2026-03-02 12:08:12 | blank_detector            | DEBUG    | Ink ratio: 0.0236, threshold: 0.01, blank: False
2026-03-02 12:08:15 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:20 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:20 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:20 | blank_detector            | DEBUG    | Ink ratio: 0.0394, threshold: 0.01, blank: False
2026-03-02 12:08:24 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:27 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:27 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:27 | blank_detector            | DEBUG    | Ink ratio: 0.0008, threshold: 0.01, blank: True
2026-03-02 12:08:27 | ocr_router                | INFO     | Region detected as blank
2026-03-02 12:08:27 | blank_detector            | DEBUG    | Ink ratio: 0.0115, threshold: 0.01, blank: False
2026-03-02 12:08:28 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:29 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:29 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:29 | blank_detector            | DEBUG    | Ink ratio: 0.0314, threshold: 0.01, blank: False
2026-03-02 12:08:30 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:31 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:31 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:31 | blank_detector            | DEBUG    | Ink ratio: 0.0704, threshold: 0.01, blank: False
2026-03-02 12:08:32 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:34 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:34 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:34 | blank_detector            | DEBUG    | Ink ratio: 0.0625, threshold: 0.01, blank: False
2026-03-02 12:08:35 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:36 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:36 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:36 | blank_detector            | DEBUG    | Ink ratio: 0.0642, threshold: 0.01, blank: False
2026-03-02 12:08:37 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:38 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:38 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:38 | blank_detector            | DEBUG    | Ink ratio: 0.0185, threshold: 0.01, blank: False
2026-03-02 12:08:39 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:40 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:40 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:40 | blank_detector            | DEBUG    | Ink ratio: 0.0129, threshold: 0.01, blank: False
2026-03-02 12:08:40 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:41 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:41 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:41 | blank_detector            | DEBUG    | Ink ratio: 0.0204, threshold: 0.01, blank: False
2026-03-02 12:08:42 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:42 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:42 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:42 | blank_detector            | DEBUG    | Ink ratio: 0.0570, threshold: 0.01, blank: False
2026-03-02 12:08:43 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:44 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:44 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:44 | blank_detector            | DEBUG    | Ink ratio: 0.0407, threshold: 0.01, blank: False
2026-03-02 12:08:45 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:46 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:46 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:46 | blank_detector            | DEBUG    | Ink ratio: 0.0419, threshold: 0.01, blank: False
2026-03-02 12:08:47 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:48 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:48 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:48 | blank_detector            | DEBUG    | Ink ratio: 0.0563, threshold: 0.01, blank: False
2026-03-02 12:08:49 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:50 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:50 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:50 | blank_detector            | DEBUG    | Ink ratio: 0.0623, threshold: 0.01, blank: False
2026-03-02 12:08:51 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:52 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:52 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:52 | blank_detector            | DEBUG    | Ink ratio: 0.0574, threshold: 0.01, blank: False
2026-03-02 12:08:53 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:54 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:54 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:54 | blank_detector            | DEBUG    | Ink ratio: 0.0246, threshold: 0.01, blank: False
2026-03-02 12:08:55 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:56 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:56 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:56 | blank_detector            | DEBUG    | Ink ratio: 0.0089, threshold: 0.01, blank: True
2026-03-02 12:08:56 | ocr_router                | INFO     | Region detected as blank
2026-03-02 12:08:56 | blank_detector            | DEBUG    | Ink ratio: 0.0032, threshold: 0.01, blank: True
2026-03-02 12:08:56 | ocr_router                | INFO     | Region detected as blank
2026-03-02 12:08:56 | blank_detector            | DEBUG    | Ink ratio: 0.0047, threshold: 0.01, blank: True
2026-03-02 12:08:56 | ocr_router                | INFO     | Region detected as blank
2026-03-02 12:08:56 | blank_detector            | DEBUG    | Ink ratio: 0.0439, threshold: 0.01, blank: False
2026-03-02 12:08:57 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:57 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:08:57 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:08:58 | blank_detector            | DEBUG    | Ink ratio: 0.0500, threshold: 0.01, blank: False
2026-03-02 12:08:59 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:00 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:00 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:09:00 | blank_detector            | DEBUG    | Ink ratio: 0.0658, threshold: 0.01, blank: False
2026-03-02 12:09:01 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:03 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:03 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:09:03 | blank_detector            | DEBUG    | Ink ratio: 0.0287, threshold: 0.01, blank: False
2026-03-02 12:09:03 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:04 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:04 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:09:04 | blank_detector            | DEBUG    | Ink ratio: 0.0088, threshold: 0.01, blank: True
2026-03-02 12:09:04 | ocr_router                | INFO     | Region detected as blank
2026-03-02 12:09:04 | blank_detector            | DEBUG    | Ink ratio: 0.0541, threshold: 0.01, blank: False
2026-03-02 12:09:05 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:06 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:06 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:09:06 | blank_detector            | DEBUG    | Ink ratio: 0.0595, threshold: 0.01, blank: False
2026-03-02 12:09:07 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:08 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 12:09:08 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 12:09:08 | blank_detector            | DEBUG    | Ink ratio: 0.0667, threshold: 0.01, blank: False
2026-03-02 12:09:09 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
